codigo,titulo,endereco,bairro,estado,cidade,area,full_address,latitude,longitude,regiao,nome,preco,volume_medio,dividend_yield,patrimonio_liquido,p_vp,cotas,segmento,valorizacao_12_meses,patrimonio_liquido_em_milhoes
AGCX11,Ag Barra Funda,"Avenida Rio Branco, 1675 (Loja)",Campos Eliseos,SP,São Paulo,"1.293,02 m2","Avenida Rio Branco, 1675 (Loja), São Paulo, SP",-23.53,-46.6474,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Campo Limpo,"Estrada do Campo Limpo, 5520",Vila Pirajussara,SP,São Paulo,"604,00 m2","Estrada do Campo Limpo, 5520, São Paulo, SP",-23.6205,-46.7577,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Capão Redondo,"Estrada de Itapecerica, 3429",Vila Maracana,SP,São Paulo,"1.448,48 m2","Estrada de Itapecerica, 3429, São Paulo, SP",-23.6568,-46.7633,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Guaianases,"Rua Salvador Gianetti, 436",Guaianases,SP,São Paulo,"2.475,10 m2","Rua Salvador Gianetti, 436, São Paulo, SP",-23.5424,-46.4182,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Guarapiranga,"Avenida de Pinedo, 228",Capela do Socorro,SP,São Paulo,"1.312,18 m2","Avenida de Pinedo, 228, São Paulo, SP",-23.6675,-46.7132,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Hebraica,"Avenida Brigadeiro Faria Lima, 1644",Jardim Paulistano,SP,São Paulo,"323,31 m2","Avenida Brigadeiro Faria Lima, 1644, São Paulo, SP",-23.5722,-46.6903,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Imirim,"Avenida Imirim, 1271",Imirim,SP,São Paulo,"1.384,34 m2","Avenida Imirim, 1271, São Paulo, SP",-23.4941,-46.6467,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Jardim da Saúde,"Avenida do Cursino, 1348",Jardim da Saúde,SP,São Paulo,"1.833,14 m2","Avenida do Cursino, 1348, São Paulo, SP",-23.6142,-46.6173,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Paes Leme,"Rua Paes Leme, 250 258",Pinheiros,SP,São Paulo,"903,60 m2","Rua Paes Leme, 250 258, São Paulo, SP",-23.5676,-46.6987,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Pátio do Colégio,"Lg. Páteo do Colégio, 1",Centro,SP,São Paulo,"676,00 m2","Lg. Páteo do Colégio, 1, São Paulo, SP",-23.5485,-46.6322,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Pedro Vicente,"Rua Pedro Vicente, 222",Luz,SP,São Paulo,"814,20 m2","Rua Pedro Vicente, 222, São Paulo, SP",-23.5255,-46.6268,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Pirituba,"Rua Guerino Giovani Leardini, 63/67",Vila Pirituba,SP,São Paulo,"1.368,00 m2","Rua Guerino Giovani Leardini, 63/67, São Paulo, SP",-23.4877,-46.7211,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Planalto Paulista,"Avenida Indianópolis, 2125",Indianopolis,SP,São Paulo,"1.299,00 m2","Avenida Indianópolis, 2125, São Paulo, SP",-23.6168,-46.6489,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Rua dos Italianos,"Rua dos Italianos, 609",Bom Retiro,SP,São Paulo,"520,50 m2","Rua dos Italianos, 609, São Paulo, SP",-23.5247,-46.644,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Santa Cecilia,"Rua das Palmeiras, 233 (Loja)",Vila Buarque,SP,São Paulo,"1.205,86 m2","Rua das Palmeiras, 233 (Loja), São Paulo, SP",-23.5374,-46.6512,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Senador Queiros,"Avenida Senador Queiroz, 85 a 111",Centro,SP,São Paulo,"1.446,96 m2","Avenida Senador Queiroz, 85 a 111, São Paulo, SP",-23.5388,-46.6353,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Via Anchieta,"Via Anchieta, 1558",Vila Moinho,SP,São Paulo,"1.785,00 m2","Via Anchieta, 1558, São Paulo, SP",-23.6153,-46.6014,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
AGCX11,Ag Vila Mascote,"Avenida Santa Catarina, 287",Vila Alexandria,SP,São Paulo,"753,36 m2","Avenida Santa Catarina, 287, São Paulo, SP",-23.6392,-46.6692,Sudeste,FDO INV IMOB AGÊNCIAS CAIXA - FII,1235.5,240,0.69,430000000.0,1.16,405000.0,Outros,0.0,430.0
ALZR11,Air Liquide,"Avenida Presidente Wilson, 5874",Vila Carioca,SP,São Paulo,"5.008,00 m2","Avenida Presidente Wilson, 5874, São Paulo, SP",-23.6012,-46.5841,Sudeste,ALIANZA TRUST RENDA IMOBILIARIA FDO INV IMOB,97.5,3435,0.69,97000000.0,1.0,997042.0,Outros,0.02,97.0
BBPO11,Ag. Ana Rosa,"Rua Domingos de Moraes, 438",Vila Mariana,SP,São Paulo,"1.688,00 m2","Rua Domingos de Moraes, 438, São Paulo, SP",-23.581,-46.6394,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Bom Retiro,"Rua Julio Conceição, 438",Bom Retiro,SP,São Paulo,"2.962,00 m2","Rua Julio Conceição, 438, São Paulo, SP",-23.5268,-46.6405,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Brás,"Avenida Rangel Pestana, 2128",Brás,SP,São Paulo,"4.247,00 m2","Avenida Rangel Pestana, 2128, São Paulo, SP",-23.541999999999998,-46.6148,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Brooklin Paulista,"Rua Joaquim Nabuco, 246",,SP,São Paulo,"1.843,00 m2","Rua Joaquim Nabuco, 246, São Paulo, SP",-23.6247,-46.6832,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Campos Elíseos,"Avenida Rio Branco, 1.437",Campos Elíseos,SP,São Paulo,"5.991,00 m2","Avenida Rio Branco, 1.437, São Paulo, SP",-23.5318,-46.646,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Casa Verde,"Rua Baroré, 284",Casa Verde,SP,São Paulo,"2.268,00 m2","Rua Baroré, 284, São Paulo, SP",-23.5085,-46.6571,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Freguesia do Ó,"Avenida Santa Marina, 2.618",Vila Albertina,SP,São Paulo,"2.259,00 m2","Avenida Santa Marina, 2.618, São Paulo, SP",-23.5019,-46.6946,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Ipiranga,"Rua Bom Pastor, 153/169",Ipiranga,SP,São Paulo,"7.007,00 m2","Rua Bom Pastor, 153/169, São Paulo, SP",-23.5775,-46.6086,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Moema,"Alameda dos Jurupis, 1.156",Indianópolis,SP,São Paulo,"2.353,00 m2","Alameda dos Jurupis, 1.156, São Paulo, SP",-23.6085,-46.6639,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. N. Sra. da Lapa,"Rua N. Sra. da Lapa, 281",Lapa,SP,São Paulo,"3.878,31 m2","Rua N. Sra. da Lapa, 281, São Paulo, SP",-23.5221,-46.7036,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Paraíso,"Rua Bernardino de Campos, 250",,SP,São Paulo,"1.447,00 m2","Rua Bernardino de Campos, 250, São Paulo, SP",-22.7233,-47.6381,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Praça da Árvore,"Avenida Jabaquara, 424 - Praça da Árvore",Mirandópolis,SP,São Paulo,"2.506,37 m2","Avenida Jabaquara, 424 - Praça da Árvore, São Paulo, SP",-23.6078,-46.6379,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Penha de Franca,"Avenida Penha de França, 549",Penha de França,SP,São Paulo,"2.312,10 m2","Avenida Penha de França, 549, São Paulo, SP",-23.522,-46.547,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Pinheiros,"Rua Pinheiros, 1.492",Pinheiros,SP,São Paulo,"2.375,00 m2","Rua Pinheiros, 1.492, São Paulo, SP",-23.5679,-46.692,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Santana,"Rua Voluntários da Pátria, 1.769",Santana,SP,São Paulo,"2.061,00 m2","Rua Voluntários da Pátria, 1.769, São Paulo, SP",-23.5048,-46.6264,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Santo Amaro Paulista,"Rua Paulo Eiró, 471",Santo Amaro,SP,São Paulo,"4.879,00 m2","Rua Paulo Eiró, 471, São Paulo, SP",-23.651,-46.708,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,Ag. Vila Carrão,"Avenida Conselheiro Carrão, 2411",Vila Carrao,SP,São Paulo,"2.538,00 m2","Avenida Conselheiro Carrão, 2411, São Paulo, SP",-23.5481,-46.5383,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,CSL São Paulo,"Rua Líbero Badaró, 568 e Avenida São João, 32",centro,SP,São Paulo,"3.662,50 m2","Rua Líbero Badaró, 568 e Avenida São João, 32, São Paulo, SP",-23.545,-46.6351,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBPO11,CSL São Paulo,"Rua Líbero Badaró, 582 e Rua São Bento, 483",Centro,SP,São Paulo,"1.436,50 m2","Rua Líbero Badaró, 582 e Rua São Bento, 483, São Paulo, SP",-23.5449,-46.6351,Sudeste,BB PROGRESSIVO II FDO INV IMOB - FII,139.0,21486,0.73,1600000000.0,1.35,15919690.0,Lajes Corporativas,0.08,1600.0
BBRC11,Ag. Avenida Francisco Morato,"Avenida Prof. Francisco Morato, 2004",Butantã,SP,São Paulo,"893,23 m2","Avenida Prof. Francisco Morato, 2004, São Paulo, SP",-23.5845,-46.7181,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Avenida Santo Amaro,"Avenida Santo Amaro, 2163",Brooklin Paulista,SP,São Paulo,"1.185,27 m2","Avenida Santo Amaro, 2163, São Paulo, SP",-23.6032,-46.6745,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Estilo Berrini,"Avenida Eng. Luis Carlos Berrini, 559",Itaim Bibi,SP,São Paulo,"787,53 m2","Avenida Eng. Luis Carlos Berrini, 559, São Paulo, SP",-23.6016,-46.6913,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Estilo Brasil,"Avenida Brasil, 418",Jardins,SP,São Paulo,"623,55 m2","Avenida Brasil, 418, São Paulo, SP",-23.5761,-46.6645,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Estilo Butantã,"Avenida Prof. Francisco Morato, 1214",Butantã,SP,São Paulo,"741,56 m2","Avenida Prof. Francisco Morato, 1214, São Paulo, SP",-23.5809,-46.7117,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Estilo Estados Unidos,"Rua Estados Unidos, 1931",Jardim America,SP,São Paulo,"582,92 m2","Rua Estados Unidos, 1931, São Paulo, SP",-23.5645,-46.6719,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Estilo Indianópolis,"Avenida Indianópolis, 546",Indianópolis,SP,São Paulo,"674,39 m2","Avenida Indianópolis, 546, São Paulo, SP",-23.6035,-46.6549,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Estilo Joaquim Floriano,"Rua Joaquim Floriano, 666",Itaim Bibi,SP,São Paulo,"683,97 m2","Rua Joaquim Floriano, 666, São Paulo, SP",-23.585,-46.6765,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Estilo Nova Faria Lima,"Alameda Gabriel Monteiro da Silva, 2032",Jardim America,SP,São Paulo,"601,63 m2","Alameda Gabriel Monteiro da Silva, 2032, São Paulo, SP",-23.5742,-46.6867,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Estilo Santo Amaro,"Rua Marechal Deodoro, 440",Santo Amaro,SP,São Paulo,"592,74 m2","Rua Marechal Deodoro, 440, São Paulo, SP",-23.6404,-46.6972,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Estilo Vila Esperança,"Avenida Amador Bueno da Veiga, 1516",Penha de Franca,SP,São Paulo,"583,13 m2","Avenida Amador Bueno da Veiga, 1516, São Paulo, SP",-23.5223,-46.5306,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Imperatriz Leopoldina,"Rua Guaipá, 1389",Vila Leopoldina,SP,São Paulo,"1.003,04 m2","Rua Guaipá, 1389, São Paulo, SP",-23.5226,-46.7354,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Paes de Barros,"Avenida Paes de Barros, 2621",Mooca,SP,São Paulo,"819,72 m2","Avenida Paes de Barros, 2621, São Paulo, SP",-23.5735,-46.5873,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Parque da Aclimação,"Rua Pires da Mota, 488",Liberdade,SP,São Paulo,"839,35 m2","Rua Pires da Mota, 488, São Paulo, SP",-23.5666,-46.6334,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Pq. Boturussu,"Avenida São Miguel, 2328",Vila Marieta,SP,São Paulo,"775,41 m2","Avenida São Miguel, 2328, São Paulo, SP",-23.511,-46.5086,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBRC11,Ag. Raposo,"Avenida Eng. Heitor Antônio Eiras Garcia, 3963",,SP,São Paulo,"879,88 m2","Avenida Eng. Heitor Antônio Eiras Garcia, 3963, São Paulo, SP",-23.5892,-46.766999999999996,Sudeste,BB RENDA CORPORATIVA FDO INV IMOB - FII,132.6,1006,0.69,160000000.0,1.3,1590000.0,Outros,0.06,160.0
BBVJ11,Cidade Jardim Continental Tower,"Avenida Magalhães de Castro, 4800",Jardim Panorama do Oeste,SP,São Paulo,"22.465,00 m2","Avenida Magalhães de Castro, 4800, São Paulo, SP",-23.6014,-46.6978,Sudeste,FDO INV IMOB BB VOTORANTIM JHSF C JARD CONT TOWER,58.04,5071,0.61,160000000.0,0.99,2710000.0,Lajes Corporativas,-0.02,160.0
BMLC11B,Brascan Century Plaza,"Rua Joaquim Floriano, nº 466",Itaim Bibi,SP,São Paulo,"1.453,18 m2","Rua Joaquim Floriano, nº 466, São Paulo, SP",-23.5845,-46.6746,Sudeste,FDO INV IMOB BM BRASCAN LAJES CORPORATIVAS - FII,78.02,336,0.48,93000000.0,0.84,998405.0,Lajes Corporativas,0.1,93.0
BRCR11,Brazilian FC,"Avenida Paulista, 1374",Bela Vista,SP,São Paulo,"42.612,00 m2","Avenida Paulista, 1374, São Paulo, SP",-23.5628,-46.6545,Sudeste,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,88.9,29105,0.47,2100000000.0,0.82,5000.0,Híbrido,-0.14,2100.0
BRCR11,CENESP,"Avenida Maria Coelho Aguiar, 215",Jardim São Luís,SP,São Paulo,"64.480,00 m2","Avenida Maria Coelho Aguiar, 215, São Paulo, SP",-23.6484,-46.7316,Sudeste,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,88.9,29105,0.47,2100000000.0,0.82,5000.0,Híbrido,-0.14,2100.0
BRCR11,Centro Empresarial Transatlântico,Rua Verbo Divino 1488,Chácara Santo Antônio,SP,São Paulo,"4.209,44 m2","Rua Verbo Divino 1488, São Paulo, SP",-23.631,-46.7093,Sudeste,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,88.9,29105,0.47,2100000000.0,0.82,5000.0,Híbrido,-0.14,2100.0
