codigo,titulo,endereco,bairro,estado,cidade,area,full_address,latitude,longitude
BBPO11,Ag. Ipiranga,"Rua Bom Pastor, 153/169",Ipiranga,SP,São Paulo,"7.007,00 m2","Rua Bom Pastor, 153/169, São Paulo, SP",-23.5775,-46.6086
BBPO11,Ag. Jacarepaguá,"Av.Geremário Dantas, 78",Tanque,RJ,RIO DE JANEIRO,"1.300,96 m2","Av.Geremário Dantas, 78, RIO DE JANEIRO, RJ",-22.9182,-43.3611
BBPO11,Ag. Juiz de Fora,"Rua Halfeld, 770",Centro,MG,Juiz Fora,"6.587,20 m2","Rua Halfeld, 770, Juiz Fora, MG",-21.761,-43.3488
BBPO11,Ag. Leblon,"Av.Bartolomeu Mitre, 438 A",Leblon,RJ,RIO DE JANEIRO,"1.373,42 m2","Av.Bartolomeu Mitre, 438 A, RIO DE JANEIRO, RJ",-22.9829,-43.2233
BBPO11,Ag. Manaus,"Rua Guilherme Moreira, 315",Centro,AM,Manaus,"9.269,63 m2","Rua Guilherme Moreira, 315, Manaus, AM",-3.1353,-60.023
BBPO11,Ag. Maringá,"Avenida Duque de Caxias, 448",Centro,PR,Maringa,"7.623,36 m2","Avenida Duque de Caxias, 448, Maringa, PR",-23.4217,-51.9398
BBPO11,Ag. Moema,"Alameda dos Jurupis, 1.156",Indianópolis,SP,São Paulo,"2.353,00 m2","Alameda dos Jurupis, 1.156, São Paulo, SP",-23.6085,-46.6639
BBPO11,Ag. Niterói,"Avenida Ernani Amaral Peixoto, 347",Centro,RJ,Niteroi,"4.431,34 m2","Avenida Ernani Amaral Peixoto, 347, Niteroi, RJ",-22.8934,-43.1202
BBPO11,Ag. N. Sra. da Lapa,"Rua N. Sra. da Lapa, 281",Lapa,SP,São Paulo,"3.878,31 m2","Rua N. Sra. da Lapa, 281, São Paulo, SP",-23.5221,-46.7036
BBPO11,Ag. Paraíso,"Rua Bernardino de Campos, 250",,SP,São Paulo,"1.447,00 m2","Rua Bernardino de Campos, 250, São Paulo, SP",-22.7233,-47.6381
BBPO11,Ag. Passo Fundo,"Rua Bento Gonçalves, 516",Centro,RS,Passo Fundo,"506,00 m2","Rua Bento Gonçalves, 516, Passo Fundo, RS",-28.26,-52.4074
BBPO11,Ag. Praça da Árvore,"Avenida Jabaquara, 424 - Praça da Árvore",Mirandópolis,SP,São Paulo,"2.506,37 m2","Avenida Jabaquara, 424 - Praça da Árvore, São Paulo, SP",-23.6078,-46.6379
BBPO11,Ag. Praça Rui Barbosa,"Praça Rui Barbosa, 55",,SP,Bauru,"4.085,00 m2","Praça Rui Barbosa, 55, Bauru, SP",-22.3221,-49.0712
BBPO11,Ag. Praça XV Novembro BESC,Praça XV de Novembro 321,Centro,SC,Florianópolis,"3.663,99 m2","Praça XV de Novembro 321, Florianópolis, SC",-27.5078,-48.5196
BBPO11,Ag. Penha de Franca,"Avenida Penha de França, 549",Penha de França,SP,São Paulo,"2.312,10 m2","Avenida Penha de França, 549, São Paulo, SP",-23.522,-46.547
BBPO11,Ag. Pinheiros,"Rua Pinheiros, 1.492",Pinheiros,SP,São Paulo,"2.375,00 m2","Rua Pinheiros, 1.492, São Paulo, SP",-23.5679,-46.692
BBPO11,Ag. Ponta Grossa,"Rua Augusto Ribas, 555",Centro,PR,Ponta Grossa,"7.562,77 m2","Rua Augusto Ribas, 555, Ponta Grossa, PR",-25.0972,-50.1601
BBPO11,Ag. Ribeirão Preto,"Rua Duque de Caxias, 725",Centro,SP,Ribeirão Preto,"3.642,79 m2","Rua Duque de Caxias, 725, Ribeirão Preto, SP",-21.1754,-47.8074
BBPO11,Ag. Santana,"Rua Voluntários da Pátria, 1.769",Santana,SP,São Paulo,"2.061,00 m2","Rua Voluntários da Pátria, 1.769, São Paulo, SP",-23.5048,-46.6264
BBPO11,Ag. Santo Amaro Paulista,"Rua Paulo Eiró, 471",Santo Amaro,SP,São Paulo,"4.879,00 m2","Rua Paulo Eiró, 471, São Paulo, SP",-23.651,-46.708
BBPO11,Ag. São Caetano do Sul,"Praça Cardeal Arcoverde, 52",centro,SP,São Caetano do Sul,"3.733,00 m2","Praça Cardeal Arcoverde, 52, São Caetano do Sul, SP",-23.6141,-46.5719
BBPO11,Ag. São José dos Campos,"Avenida Doutor Nelson D'Ávila, 149",centro,SP,São José dos Campos ,"6.501,15 m2","Avenida Doutor Nelson D'Ávila, 149, São José dos Campos , SP",-23.2024,-45.8851
BBPO11,Ag. São José Rio Preto ,"Rua Voluntários de São Paulo, 2975",Centro,SP,São José do Rio Preto,"3.042,94 m2","Rua Voluntários de São Paulo, 2975, São José do Rio Preto, SP",-20.8118,-49.3801
BBPO11,Ag. Tamoios,"Rua Tamoios, 731",Centro,MG,Belo Horizonte,"14.829,70 m2","Rua Tamoios, 731, Belo Horizonte, MG",-19.9193,-43.9434
BBPO11,Ag. Tijuca,"Rua Conde de Bonfim, 369 A",Tijuca,RJ,RIO DE JANEIRO,"1.291,87 m2","Rua Conde de Bonfim, 369 A, RIO DE JANEIRO, RJ",-22.925,-43.2335
BBPO11,Ag. Toledo,"Rua 7 de Setembro, 1209",Centro,PR,Toledo,"4.696,00 m2","Rua 7 de Setembro, 1209, Toledo, PR",-24.7332,-53.7419
BBPO11,Ag. Uberlândia,"Avenida Afonso Pena, 745",Centro,MG,Uberlândia,"6.241,00 m2","Avenida Afonso Pena, 745, Uberlândia, MG",-18.9171,-48.2771
BBPO11,Ag. Vila Carrão,"Avenida Conselheiro Carrão, 2411",Vila Carrao,SP,São Paulo,"2.538,00 m2","Avenida Conselheiro Carrão, 2411, São Paulo, SP",-23.5481,-46.5383
BBPO11,Ag. Zona Sul,"Avenida N. Senhora de Copacabana, 594",Copacabana,RJ,RIO DE JANEIRO,"2.062,03 m2","Avenida N. Senhora de Copacabana, 594, RIO DE JANEIRO, RJ",-22.9695,-43.1853
BBPO11,CSL Belo Horizonte,"Rua da Bahia, 2.500",Lourdes,MG,Belo Horizonte,"14.176,09 m2","Rua da Bahia, 2.500, Belo Horizonte, MG",-19.9372,-43.941
BBPO11,CSL Brasília,"Avenida Goiás, 980 - QD. 14",Centro,GO,Goiânia,"11.133,35 m2","Avenida Goiás, 980 - QD. 14, Goiânia, GO",-16.642,-49.2677
BBPO11,CSL Curitiba,"Praça Tiradentes, 410",Centro,PR,Curitiba,"14.619,73 m2","Praça Tiradentes, 410, Curitiba, PR",-25.4305,-49.2724
BBPO11,CSL São Paulo,"Rua Líbero Badaró, 568 e Avenida São João, 32",centro,SP,São Paulo,"3.662,50 m2","Rua Líbero Badaró, 568 e Avenida São João, 32, São Paulo, SP",-23.545,-46.6351
BBPO11,CSL São Paulo,"Rua Líbero Badaró, 582 e Rua São Bento, 483",Centro,SP,São Paulo,"1.436,50 m2","Rua Líbero Badaró, 582 e Rua São Bento, 483, São Paulo, SP",-23.5449,-46.6351
BBPO11,Ed. Sede III,Qd 01 Bloco G Lote 32-SBS,,DF,Brasilia,"46.054,40 m2","Qd 01 Bloco G Lote 32-SBS, Brasilia, DF",-15.7784,-47.9286
BBPO11,PSO Piracicaba ,"Praça José Bonifácio, 945",Centro,SP,Piracicaba,"5.122,37 m2","Praça José Bonifácio, 945, Piracicaba, SP",-22.7253,-47.6486
BBPO11,Super VAR e GOV MT,"Rua Felinto Muller, 2104",Quilombo,MT,Cuiabá,"3.347,98 m2","Rua Felinto Muller, 2104, Cuiabá, MT",-15.6124,-56.0917
BBPO11,Super VAR e GOV RS,"Rua Honório Silveira Dias, 1830",Higienopolis,RS,Porto Alegre,"4.280,00 m2","Rua Honório Silveira Dias, 1830, Porto Alegre, RS",-30.0194,-51.1848
BBRC11,Ag. Avenida Francisco Morato,"Avenida Prof. Francisco Morato, 2004",Butantã,SP,São Paulo,"893,23 m2","Avenida Prof. Francisco Morato, 2004, São Paulo, SP",-23.5845,-46.7181
BBRC11,Ag. Avenida Santo Amaro,"Avenida Santo Amaro, 2163",Brooklin Paulista,SP,São Paulo,"1.185,27 m2","Avenida Santo Amaro, 2163, São Paulo, SP",-23.6032,-46.6745
BBRC11,Ag. Demarchi,"Avenida Maria Servidei Demarchi, 1662",Demarchi,SP,São Bernardo do Campo,"691,63 m2","Avenida Maria Servidei Demarchi, 1662, São Bernardo do Campo, SP",-23.739,-46.5537
BBRC11,Ag. Estilo Avenida Portugal,"Avenida Portugal, 519",Centro,SP,Santo André,"657,94 m2","Avenida Portugal, 519, Santo André, SP",-23.6605,-46.5318
BBRC11,Ag. Estilo Berrini,"Avenida Eng. Luis Carlos Berrini, 559",Itaim Bibi,SP,São Paulo,"787,53 m2","Avenida Eng. Luis Carlos Berrini, 559, São Paulo, SP",-23.6016,-46.6913
BBRC11,Ag. Estilo Brasil,"Avenida Brasil, 418",Jardins,SP,São Paulo,"623,55 m2","Avenida Brasil, 418, São Paulo, SP",-23.5761,-46.6645
BBRC11,Ag. Estilo Butantã,"Avenida Prof. Francisco Morato, 1214",Butantã,SP,São Paulo,"741,56 m2","Avenida Prof. Francisco Morato, 1214, São Paulo, SP",-23.5809,-46.7117
BBRC11,Ag. Estilo Cambuí,"Rua Coronel Quirino , 644",Centro,SP,Campinas,"748,68 m2","Rua Coronel Quirino , 644, Campinas, SP",-22.9026,-47.0509
BBRC11,Ag. Estilo Estados Unidos,"Rua Estados Unidos, 1931",Jardim America,SP,São Paulo,"582,92 m2","Rua Estados Unidos, 1931, São Paulo, SP",-23.5645,-46.6719
BBRC11,Ag. Estilo Indianópolis,"Avenida Indianópolis, 546",Indianópolis,SP,São Paulo,"674,39 m2","Avenida Indianópolis, 546, São Paulo, SP",-23.6035,-46.6549
BBRC11,Ag. Estilo Joaquim Floriano,"Rua Joaquim Floriano, 666",Itaim Bibi,SP,São Paulo,"683,97 m2","Rua Joaquim Floriano, 666, São Paulo, SP",-23.585,-46.6765
BBRC11,Ag. Estilo Nova Faria Lima,"Alameda Gabriel Monteiro da Silva, 2032",Jardim America,SP,São Paulo,"601,63 m2","Alameda Gabriel Monteiro da Silva, 2032, São Paulo, SP",-23.5742,-46.6867
BBRC11,Ag. Estilo Santo Amaro,"Rua Marechal Deodoro, 440",Santo Amaro,SP,São Paulo,"592,74 m2","Rua Marechal Deodoro, 440, São Paulo, SP",-23.6404,-46.6972
BBRC11,Ag. Estilo Vila Esperança,"Avenida Amador Bueno da Veiga, 1516",Penha de Franca,SP,São Paulo,"583,13 m2","Avenida Amador Bueno da Veiga, 1516, São Paulo, SP",-23.5223,-46.5306
BBRC11,Ag. Imperatriz Leopoldina,"Rua Guaipá, 1389",Vila Leopoldina,SP,São Paulo,"1.003,04 m2","Rua Guaipá, 1389, São Paulo, SP",-23.5226,-46.7354
BBRC11,Ag. Paes de Barros,"Avenida Paes de Barros, 2621",Mooca,SP,São Paulo,"819,72 m2","Avenida Paes de Barros, 2621, São Paulo, SP",-23.5735,-46.5873
BBRC11,Ag. Parque da Aclimação,"Rua Pires da Mota, 488",Liberdade,SP,São Paulo,"839,35 m2","Rua Pires da Mota, 488, São Paulo, SP",-23.5666,-46.6334
BBRC11,Ag. Pedro Pinho,"Avenida Gen. Pedro Pinho, 641",Pestana,SP,Osasco,"953,20 m2","Avenida Gen. Pedro Pinho, 641, Osasco, SP",-23.5364,-46.8012
BBRC11,Ag. Pq. Boturussu,"Avenida São Miguel, 2328",Vila Marieta,SP,São Paulo,"775,41 m2","Avenida São Miguel, 2328, São Paulo, SP",-23.511,-46.5086
BBRC11,Ag. Raposo,"Avenida Eng. Heitor Antônio Eiras Garcia, 3963",,SP,São Paulo,"879,88 m2","Avenida Eng. Heitor Antônio Eiras Garcia, 3963, São Paulo, SP",-23.5892,-46.767
BBVJ11,Cidade Jardim Continental Tower,"Avenida Magalhães de Castro, 4800",Jardim Panorama do Oeste,SP,São Paulo,"22.465,00 m2","Avenida Magalhães de Castro, 4800, São Paulo, SP",-23.6014,-46.6978
BMLC11B,Brascan Century Plaza,"Rua Joaquim Floriano, nº 466",Itaim Bibi,SP,São Paulo,"1.453,18 m2","Rua Joaquim Floriano, nº 466, São Paulo, SP",-23.5845,-46.6746
BMLC11B,Torre Rio Sul,"Rua  Lauro  Muller,  nº 116",Botafogo,RJ,Rio de Janeiro,"5.837,16 m2","Rua  Lauro  Muller,  nº 116, Rio de Janeiro, RJ",-22.9568,-43.1764
BNFS11,Ag Arroio do Sal,"Avenida Assis Brasil, 659",Centro,RS,Arroio do Sal,"421,54 m2","Avenida Assis Brasil, 659, Arroio do Sal, RS",-29.5475,-49.8913
BNFS11,Ag Belém Novo,"Avenida Cecilio Monza, 10827",Belém Novo,RS,Porto Alegre,"558,70 m2","Avenida Cecilio Monza, 10827, Porto Alegre, RS",-30.2091,-51.1813
BNFS11,Ag Camboim,"Avenida Joao Pereira de Vargas,1460",Camboim,RS,Sapucaia do Sul,"418,83 m2","Avenida Joao Pereira de Vargas,1460, Sapucaia do Sul, RS",-29.8338,-51.1413
BNFS11,Ag Campina,"Rua Henrique Bier,1125",Campina,RS,São Leopoldo,"477,94 m2","Rua Henrique Bier,1125, São Leopoldo, RS",-29.7441,-51.16
BNFS11,Ag Cassino,"Avenida Atlantica, 537",Cassino,RS,Rio Grande,"403,45 m2","Avenida Atlantica, 537, Rio Grande, RS",-32.1864,-52.1616
BNFS11,Ag Cruz Alta,"Avenida Venancio Aires, 1745",Centro,RS,Cruz Alta,"1.069,66 m2","Avenida Venancio Aires, 1745, Cruz Alta, RS",-28.647,-53.6065
BNFS11,Ag General Câmara,"Rua Jose Do Patrocinio, 165",General Câmara,RS,General Câmara,"373,20 m2","Rua Jose Do Patrocinio, 165, General Câmara, RS",-29.9114,-51.7652
BNFS11,Ag Padre Claret,Avenida Padre Claret 1104,Centro,RS,Esteio,"475,70 m2","Avenida Padre Claret 1104, Esteio, RS",-29.8493,-51.1658
BNFS11,Ag Parobé,"Rua Odorico Mosmann,257",Centro,RS,Parobe,"513,03 m2","Rua Odorico Mosmann,257, Parobe, RS",-29.6324,-50.8336
BNFS11,Ag Quarai,"Rua Baltazar Brum, 320",,RS,Quarai,"475,70 m2","Rua Baltazar Brum, 320, Quarai, RS",-30.3867,-56.4533
BNFS11,Ag Santa Rosa,Avenida Flores d a Cunha 681,Cruzeiro,RS,Santa Rosa,"503,67 m2","Avenida Flores d a Cunha 681, Santa Rosa, RS",-27.862,-54.4356
BNFS11,Ag São Gabriel,"Avenida Julio de Castillhos,303",Centro,RS,São Gabriel,"465,43 m2","Avenida Julio de Castillhos,303, São Gabriel, RS",-30.3379,-54.3229
BNFS11,Ag Sapiranga,"Avenida 20 de Setembro, 3755",Centro,RS,Sapiranga,"922,02 m2","Avenida 20 de Setembro, 3755, Sapiranga, RS",-29.6327,-50.9837
BNFS11,Ag Scharlau,"Avenida Tomaz Edison, 2615",Scharlau,RS,São Leopoldo,"533,70 m2","Avenida Tomaz Edison, 2615, São Leopoldo, RS",-29.7332,-51.1547
BNFS11,Ag Tancredo Neves,"Avenida N. Sra. das Dores, 322",Nossa Senhora das Dores,RS,Santa Maria,"498,30 m2","Avenida N. Sra. das Dores, 322, Santa Maria, RS",-29.6897,-53.7999
BNFS11,Ag Taquari,"Rua Osvaldo Aranha, 2396",Centro,RS,Taquari,"770,82 m2","Rua Osvaldo Aranha, 2396, Taquari, RS",-29.7991,-51.8652
BNFS11,Ag Vacaria,Rua Moreira Paz 591,Nossa Senhora de Fatima,RS,Vacaria,"916,54 m2","Rua Moreira Paz 591, Vacaria, RS",-28.5112,-50.9358
BNFS11, Ag Vila Ipiranga,"Avenida do Forte, 1128",Vila Ipiranga,RS,Porto Alegre,"495,20 m2","Avenida do Forte, 1128, Porto Alegre, RS",-30.0206,-51.1516
BRCR11,Brazilian FC,"Avenida Paulista, 1374",Bela Vista,SP,São Paulo,"42.612,00 m2","Avenida Paulista, 1374, São Paulo, SP",-23.5628,-46.6545
BRCR11,CENESP,"Avenida Maria Coelho Aguiar, 215",Jardim São Luís,SP,São Paulo,"64.480,00 m2","Avenida Maria Coelho Aguiar, 215, São Paulo, SP",-23.6484,-46.7316
BRCR11,Centro Empresarial Transatlântico,Rua Verbo Divino 1488,Chácara Santo Antônio,SP,São Paulo,"4.209,44 m2","Rua Verbo Divino 1488, São Paulo, SP",-23.631,-46.7093
BRCR11,Edifício Burity,"Avenida Indianópolis 3096,",Indianópolis,SP,São Paulo,"10.549,53 m2","Avenida Indianópolis 3096,, São Paulo, SP",-23.625,-46.6459
BRCR11,Edifício Cargill,Avenida Morumbi 8234,Santo Amaro,SP,São Paulo,"10.625,81 m2","Avenida Morumbi 8234, São Paulo, SP",-23.6208,-46.692
BRCR11,Edifício Eldorado Business Tower,Avenida Das Nações Unidas 8501,Várzea de Baixo,SP,São Paulo,"45.400,28 m2","Avenida Das Nações Unidas 8501, São Paulo, SP",-23.5737,-46.6977
BRCR11,Edifício Volkswagen,Rua Volkswagen 291,Jabaquara,SP,São Paulo,"12.560,00 m2","Rua Volkswagen 291, São Paulo, SP",-23.6359,-46.644
BRCR11,Flamengo Park Towers,Praia do Flamengo 66,Flamengo,RJ,Rio de Janeiro,"7.670,00 m2","Praia do Flamengo 66, Rio de Janeiro, RJ",-22.9269,-43.1736
BRCR11,Montreal,Avenida Das Américas 4200,Barra da Tijuca,RJ,Rio de Janeiro,"6.439,00 m2","Avenida Das Américas 4200, Rio de Janeiro, RJ",-22.9995,-43.3538
BRCR11,Torre Almirante,Avenida Almirante Barroso 81,Centro,RJ,Rio de Janeiro,"24.881,00 m2","Avenida Almirante Barroso 81, Rio de Janeiro, RJ",-22.9074,-43.1752
CBOP11,Torre Jatobá - Castello Branco Office Park,"Avenida Marcos Penteado de Ulhoa Rodrigues, 939",Tamboré,SP,Barueri,"14.372,30 m2","Avenida Marcos Penteado de Ulhoa Rodrigues, 939, Barueri, SP",-23.5061,-46.8376
CEOC11,Edifício Corporate Executive Offices (CEO),"Avenida João Cabral de Mello Neto, 850",Barra da Tijuca,RJ,Rio de Janeiro,"11.942,00 m2","Avenida João Cabral de Mello Neto, 850, Rio de Janeiro, RJ",-22.9858,-43.3591
CTXT11,Centro Têxtil Internacional,Avenida Roberto Zuccolo nº 555,Vila Leopoldina,SP,São Paulo,"45.450,00 m2","Avenida Roberto Zuccolo nº 555, São Paulo, SP",-23.5262,-46.7449
CXCE11B,CEDAE,"Avenida Pres. Vargas, 2655",Cidade Nova,RJ,Rio de Janeiro,"19.938,00 m2","Avenida Pres. Vargas, 2655, Rio de Janeiro, RJ",-22.9041,-43.188
CXTL11,Aspro,Rod. BR-277 Km 107,Rondinha,PR,Campo Largo,"4.577,94 m2","Rod. BR-277 Km 107, Campo Largo, PR",-25.4522,-49.5449
CXTL11,Atmosfera,"Rua Projetada A, 240",Xerém,RJ,Duque de Caxias,"7.671,38 m2","Rua Projetada A, 240, Duque de Caxias, RJ",-22.6174,-43.2001
CXTL11,Ferla,"Avenida Portugal, 1046",Jardim Nova Itapevi,SP,Itapevi,"7.225,86 m2","Avenida Portugal, 1046, Itapevi, SP",-23.5419,-46.9253
CXTL11,Schahin,"Avenida Lauro Roberto Vasconcelos Fonseca Filho, 200",Vale Encantado,RJ,Macaé,"4.714,00 m2","Avenida Lauro Roberto Vasconcelos Fonseca Filho, 200, Macaé, RJ",-22.3722,-41.7854
DOMC11,Domo Corporate,"Rua José Versolato, 101",Baeta Neves,SP,São Bernardo do Campo,"30.600,60 m2","Rua José Versolato, 101, São Bernardo do Campo, SP",-23.6917,-46.5497
DRIT11B,Nações Unidas,"Avenida Nações Unidas, 20000",Brooklin Novo,SP,São Paulo,"947,36 m2","Avenida Nações Unidas, 20000, São Paulo, SP",-22.3363,-49.0539
DRIT11B,Pedra Grande,"Avenida Brig. Faria Lima, 1306",Pinheiros,SP,São Paulo,"1.576,34 m2","Avenida Brig. Faria Lima, 1306, São Paulo, SP",-22.9148,-47.0727
DRIT11B,Platinum,"Alameda Santos, 787",Bela Vista,SP,São Paulo,"623,70 m2","Alameda Santos, 787, São Paulo, SP",-23.5676,-46.6513
DRIT11B,Torre Sul,"Rua James Joule, 65",Berrini,SP,São Paulo,"865,58 m2","Rua James Joule, 65, São Paulo, SP",-23.611,-46.696
EDFO11B,Edifício Ourinvest,"Avenida Paulista, 1728",Bela Vista,SP,São Paulo,"5.029,38 m2","Avenida Paulista, 1728, São Paulo, SP",-23.5606,-46.6572
EURO11,CDA 1 - Módulos 1/2/3/4,"Via Anhanguera, km, 17,25",,SP,São Paulo,"22.865,30 m2","Via Anhanguera, km, 17,25, São Paulo, SP",-23.4105,-46.8144
EURO11,CDA 2,"Rua Jornalista Paulo Zingg, 570",,SP,São Paulo,"1.929,40 m2","Rua Jornalista Paulo Zingg, 570, São Paulo, SP",-23.4853,-46.764
EURO11,CDA 3,"Via Anhanguera, km, 17,25",,SP,São Paulo,"1.496,50 m2","Via Anhanguera, km, 17,25, São Paulo, SP",-23.4105,-46.8144
EURO11,CDRIO-1,"Rua Sargente Aquino, 136",,RJ,Rio de Janeiro,"1.995,10 m2","Rua Sargente Aquino, 136, Rio de Janeiro, RJ",-22.8387,-43.2623
EURO11,CDRIO-2,"Rua Comandante Vergueiro Cruz,206",,RJ,Rio de Janeiro,"4.409,51 m2","Rua Comandante Vergueiro Cruz,206, Rio de Janeiro, RJ",-22.8227,-43.3052
EURO11,Laboratório Teste de Elevadores,"Avenida Interlagos,4.455",,SP,São Paulo,"3.298,00 m2","Avenida Interlagos,4.455, São Paulo, SP",-23.6833,-46.6906
FAMB11B,Edifício Almirante Barroso,"Avenida Rio Branco, nº 174",Centro,RJ,Rio de Janeiro,"56.429,46 m2","Avenida Rio Branco, nº 174, Rio de Janeiro, RJ",-22.9075,-43.1769
FCFL11,Insper – Instituto de Ensino e Pesquisa,"Rua Quatá, nº 300",Vila Olímpia,SP,São Paulo,"30.967,97 m2","Rua Quatá, nº 300, São Paulo, SP",-23.5987,-46.6767
FFCI11,Candelaria Corporate,Rua da Candelária nº 65,Centro,RJ,Rio de Janeiro,"1.297,00 m2","Rua da Candelária nº 65, Rio de Janeiro, RJ",-22.8998,-43.1777
FFCI11,Cetenco Plaza,Avenida Paulista 1842,Cerqueira Cesar,SP,São Paulo,"2.135,00 m2","Avenida Paulista 1842, São Paulo, SP",-23.5598,-46.658
FFCI11,Continental Square,"Rua Olimpíadas, 205",Vila Olímpia,SP,São Paulo,"6.246,10 m2","Rua Olimpíadas, 205, São Paulo, SP",-23.5955,-46.6845
FFCI11,Internacional Rio,Praia do Flamengo nº 154,Flamengo,RJ,Rio de Janeiro,"1.480,00 m2","Praia do Flamengo nº 154, Rio de Janeiro, RJ",-22.93,-43.1746
FFCI11,Jatobá,"Rua Surubim, 373",Brooklin Novo,SP,São Paulo,"1.520,00 m2","Rua Surubim, 373, São Paulo, SP",-23.6014,-46.6926
FFCI11,JK Financial Center,"Avenida Juscelino Kubitschek, 510",Itaim Bibi,SP,São Paulo,"5.155,00 m2","Avenida Juscelino Kubitschek, 510, São Paulo, SP",-23.5875,-46.6751
FFCI11,Parque Cultural Paulista,"Avenida Paulista, 37",,SP,São Paulo,"2.031,00 m2","Avenida Paulista, 37, São Paulo, SP",-23.5708,-46.6452
FFCI11,Parque Paulista,"Alameda Santos, 1940",Cerqueira César,SP,São Paulo,"1.151,00 m2","Alameda Santos, 1940, São Paulo, SP",-23.5605,-46.6594
FFCI11,Parque Santos,"Alameda Santos, 1163",Cerqueira César,SP,São Paulo,"5.135,00 m2","Alameda Santos, 1163, São Paulo, SP",-23.5654,-46.654
FIGS11,Parque Shopping Maia,"Avenida Bartolomeu de Carlos, 230",Jardim Flor da Montanha,SP,Guarulhos,"31.711,00 m2","Avenida Bartolomeu de Carlos, 230, Guarulhos, SP",-23.4446,-46.5377
FIGS11,Shopping Bonsucesso,"EstRua Juscelino Kubtischek de Oliveira, 5308",Jd.Albertina,SP,Guarulhos,"24.293,00 m2","EstRua Juscelino Kubtischek de Oliveira, 5308, Guarulhos, SP",-23.433,-46.5117
FIIB11,Perini Business Park,"Rua Dona Francisca, 8300",Distrito Industrial,SC,Joinville,"102.601,71 m2","Rua Dona Francisca, 8300, Joinville, SC",-26.2458,-48.8824
FIIP11B,Ambev,"Rua Alfredo Pinto, 1405",Afonso Pena,PR,São José dos Pinhais,"10.376,55 m2","Rua Alfredo Pinto, 1405, São José dos Pinhais, PR",-25.4944,-49.1763
FIIP11B,Barry Callebaut,"Rod. Ilhéus-Uruçuca, S/N",Iguape,BA,Ilhéus,"9.917,95 m2","Rod. Ilhéus-Uruçuca, S/N, Ilhéus, BA",-14.7402,-39.0734
FIIP11B,C&A,"Rua Domingos Agostim, 91",Tatuapé,SP,São Paulo,"4.103,94 m2","Rua Domingos Agostim, 91, São Paulo, SP",-23.5421,-46.5762
FIIP11B,Danfoss,"Rua Américo Vespúcio, 85",Vila Menck,SP,Osasco,"11.108,00 m2","Rua Américo Vespúcio, 85, Osasco, SP",-23.498,-46.767
FIIP11B,Lojas Leader,"Rua Nelson Ramos, S/N",Centro,RJ,Nova Iguaçu,"3.076,06 m2","Rua Nelson Ramos, S/N, Nova Iguaçu, RJ",-22.7586,-43.4477
FIIP11B,Magazine Luiza,"Rua Ronat Valter Sodré, 2672",Santa Paula,PR,Ibiporã,"23.121,59 m2","Rua Ronat Valter Sodré, 2672, Ibiporã, PR",-23.2776,-51.0648
FIIP11B,Telhanorte,"Avenida General David Sarnoff, 4840",Cidade Industrial,MG,Contagem,"7.328,00 m2","Avenida General David Sarnoff, 4840, Contagem, MG",-19.9628,-44.0207
FIVN11,Shopping Taboão Plaza Outlet,"Avenida Vida Nova, 28",Taboão da Serra,SP,São Paulo,"66.498,00 m2","Avenida Vida Nova, 28, São Paulo, SP",-23.5853,-46.8025
FLMA11,Continental Square,"Rua Olimpíadas, 205",Vila Olímpia,SP,São Paulo,"22.921,74 m2","Rua Olimpíadas, 205, São Paulo, SP",-23.5955,-46.6845
FLRP11,Florianópolis Shopping Center,"Rodovia Virgílio Várzea, nº 587, área 2",Saco Grande,SC,Florianópolis,"29.633,47 m2","Rodovia Virgílio Várzea, nº 587, área 2, Florianópolis, SC",-27.4421,-48.4655
FMOF11,Edifício Memorial Office,"Rua Júlio Gonzáles, 132",Barra Funda,SP,São Paulo,"13.105,00 m2","Rua Júlio Gonzáles, 132, São Paulo, SP",-23.5262,-46.6711
FPAB11,Torre New York e Los Angeles,"Avenida Francisco Matarazzo, 1.500",Barra Funda,SP,São Paulo,"35.810,72 m2","Avenida Francisco Matarazzo, 1.500, São Paulo, SP",-23.5258,-46.6771
FVPQ11,Via Parque Shopping,"Avenida Ayrton Senna, 3000",Barra da Tijuca,RJ,Rio de Janeiro,"57.239,00 m2","Avenida Ayrton Senna, 3000, Rio de Janeiro, RJ",-22.9831,-43.3652
GGRC11,AETHRA,Avenida Rui Barbosa nº 4.563,Iná,PR,São José dos Pinhais,"21.069,00 m2","Avenida Rui Barbosa nº 4.563, São José dos Pinhais, PR",-25.5047,-49.1707
GGRC11,AMBEV,"Acesso pelo KM 117,5 Rodovia BR 101",Espinheiros,SC,Itajaí,"8.532,54 m2","Acesso pelo KM 117,5 Rodovia BR 101, Itajaí, SC",-26.9084,-48.6626
GGRC11,AMBEV - PELOTAS,"AVENIDA PRESIDENTE JOAO BELCHIOR MARQUES GOULART, 9500",Fragata,RS,Pelotas,"9.912,60 m2","AVENIDA PRESIDENTE JOAO BELCHIOR MARQUES GOULART, 9500, Pelotas, RS",-31.7632,-52.3414
GGRC11,CAMARGO EMBALAGENS,"Rua Álvaro Camerin, nº 51",Distrito Industrial,SP,Tietê,"13.306,13 m2","Rua Álvaro Camerin, nº 51, Tietê, SP",-23.1015,-47.7155
