codigo,titulo,endereco,bairro,estado,cidade,area,full_address,latitude,longitude
GGRC11,CEPALGO EMBALAGENS FLEXÍVEIS LTDA,"Rodovia BR 153, s/n, quadra AREA, lote 00C, anexo A",Jardim Paraíso I,GO,Aparecida de Goiânia,"10.988,35 m2","Rodovia BR 153, s/n, quadra AREA, lote 00C, anexo A, Aparecida de Goiânia, GO",-16.8226,-49.2511
GGRC11,COPOBRÁS,"Avenida Moita Bonita, 266",Pimentas,SP,Guarulhos,"11.502,42 m2","Avenida Moita Bonita, 266, Guarulhos, SP",-23.4673,-46.4282
GGRC11,COPOBRÁS IND. E COMÉRCIO DE EMBALAGENS LTDA,"Rua Maria Rufino dos Santos Medeiros, 201",Distrito Industrial,PB,João Pessoa,"13.306,13 m2","Rua Maria Rufino dos Santos Medeiros, 201, João Pessoa, PB",-7.213,-34.8519
GGRC11,HERING E SANTA CRUZ,"BR 153, 3469",Zona Urbana,GO,Anápolis,"78.850,50 m2","BR 153, 3469, Anápolis, GO",-16.3976,-48.9659
GGRC11,JEFER PRODUTOS SIDERÚRGICOS - EIRELI,"Alameda das Aroeiras, 195",Casa Amarela,MG,Betim,"21.060,90 m2","Alameda das Aroeiras, 195, Betim, MG",-20.0135,-44.2231
GGRC11,MOINHO - CASCAVEL,"Rodovia BR 467, Km 109,3",Jardim Canadá,PR,Cascavel,"5.680,00 m2","Rodovia BR 467, Km 109,3, Cascavel, PR",-25.3531,-49.169
GGRC11,MOINHO – SÃO MIGUEL DO IGUAÇU,"BR-277, 690",Parque Industrial,PR,São Miguel do Iguaçu,"7.164,00 m2","BR-277, 690, São Miguel do Iguaçu, PR",-25.3986,-54.3154
GGRC11,NISSEI,"Rodovia Contorno Norte, Nº 305",Roça Grande,PR,Colombo,"15.351,54 m2","Rodovia Contorno Norte, Nº 305, Colombo, PR",-25.3421,-49.2192
GGRC11,TODIMO,"Rodovia Palmiro Paes de Barros, 290",Vista Alegre,MT,Cuiabá,"25.125,76 m2","Rodovia Palmiro Paes de Barros, 290, Cuiabá, MT",-15.6387,-56.0492
GRLV11,GR Louveira,"Rua Atílio Biscuola, 1831",Terra Nobre,SP,Louveira,"55.202,00 m2","Rua Atílio Biscuola, 1831, Louveira, SP",-23.0825,-46.9704
HGBS11,Goiabeiras Shopping Center,"Avenida José Monteiro de Figueiredo, 500",Duque de Caxias,MT,Cuiabá,"26.292,28 m2","Avenida José Monteiro de Figueiredo, 500, Cuiabá, MT",-15.5675,-56.0178
HGBS11,I Fashion Outlet – Novo Hamburgo,Rodovia BR 116 Km 239,Rio Branco,RS,Novo Hamburgo,"20.440,00 m2","Rodovia BR 116 Km 239, Novo Hamburgo, RS",-29.6877,-51.142
HGBS11,Mooca Plaza Shopping,"Rua Cap. Pacheco e Chaves, 313",Mooca,SP,São Paulo,"41.914,53 m2","Rua Cap. Pacheco e Chaves, 313, São Paulo, SP",-23.5813,-46.5938
HGBS11,São Bernardo Plaza Shopping,"Avenida Rotary, 624",Centro,SP,São Bernardo do Campo,"42.629,30 m2","Avenida Rotary, 624, São Bernardo do Campo, SP",-23.7224,-46.5431
HGBS11,Shopping Center Penha,"Rua DRua João Ribeiro, 304",Penha de Franca,SP,São Paulo,"29.641,92 m2","Rua DRua João Ribeiro, 304, São Paulo, SP",-23.6733,-46.6348
HGBS11,Shopping Parque Dom Pedro,"Avenida Guilherme Campos, 500",Jardim Santa Genebra,SP,Campinas,"127.300,00 m2","Avenida Guilherme Campos, 500, Campinas, SP",-22.8459,-47.0615
HGBS11,Tivoli Shopping Center,"Avenida St Bárbara, 777",Vila Mollon IV,SP,Santa Bárbara d’Oeste,"23.877,91 m2","Avenida St Bárbara, 777, Santa Bárbara d’Oeste, SP",-22.749,-47.3741
HGBS11,Via Parque Shopping,"Avenida Ayrton Senna, 3000",Barra da Tijuca,RJ,Rio de Janeiro,"57.200,00 m2","Avenida Ayrton Senna, 3000, Rio de Janeiro, RJ",-22.9831,-43.3652
HGJH11,Edifício Metropolitan,"Rua Amauri, 255",Faria Lima,SP,São Paulo,"10.215,00 m2","Rua Amauri, 255, São Paulo, SP",-23.581,-46.6828
HGJH11,Edifício Platinum,"Rua Jerônimo da Veiga, 384",Itaim Bibi,SP,São Paulo,"2.398,00 m2","Rua Jerônimo da Veiga, 384, São Paulo, SP",-23.5818,-46.6828
HGLG11,Air Liquide Campinas,"Rua Ronald Cladstone Negri, 557",Nova Aparecida,SP,Campinas,"1.723,00 m2","Rua Ronald Cladstone Negri, 557, Campinas, SP",-22.8557,-47.1356
HGLG11,Brascabos Rio Claro,"Avenida Brasil, 3.464",Distrito Industrial,SP,Rio Claro,"11.492,00 m2","Avenida Brasil, 3.464, Rio Claro, SP",-22.3906,-47.5591
HGLG11,Cremer Blumenau,"Rua Iguaçu, 291",Itoupava Seca,SC,Blumenau,"65.825,00 m2","Rua Iguaçu, 291, Blumenau, SC",-26.9121,-49.1202
HGLG11,Ed. Albatroz – Gaia Ar,"Rod . Dom Pedro I, Km 90",,SP,Jarinu,"20.154,00 m2","Rod . Dom Pedro I, Km 90, Jarinu, SP",-23.0373,-46.7013
HGLG11,Ed. Onix e Ed. Safira - Centro Empresarial Atibaia,"Avenida Tégula, 888",Pte. Alta,SP,Atibaia,"11.869,00 m2","Avenida Tégula, 888, Atibaia, SP",-23.0475,-46.6748
HGLG11,Ed. Os Lusíadas – Barão de Mauá,"Rodovia Dom Pedro I, Km 87",,SP,Atibaia,"6.232,00 m2","Rodovia Dom Pedro I, Km 87, Atibaia, SP",-23.0774,-46.6374
HGLG11,Gerdau Rio de Janeiro,"Estrada do Pedregoso, 900",Campo Grande,RJ,Rio de Janeiro,"16.532,00 m2","Estrada do Pedregoso, 900, Rio de Janeiro, RJ",-22.8711,-43.5597
HGLG11,Lojas Americanas Uberlândia,"BR - 497, Km 1480",Jardim Europa,MG,Uberlândia,"89.197,00 m2","BR - 497, Km 1480, Uberlândia, MG",-18.9247,-48.272
HGLG11,Master Offices,"Avenida Guido Caloi, 1.935",Santo Amaro,SP,São Paulo,"14.359,00 m2","Avenida Guido Caloi, 1.935, São Paulo, SP",-23.6608,-46.7255
HGLG11,Tech Town,"Rodovia SP 101, Km 9",,SP,Hortolândia,"7.885,00 m2","Rodovia SP 101, Km 9, Hortolândia, SP",-22.8992,-47.1959
HGLG11,Tetra Pak Monte Mor,"Rua Tobias Bueno de Oliveira, 701",Chapéu de Sol,SP,Monte Mor,"24.696,00 m2","Rua Tobias Bueno de Oliveira, 701, Monte Mor, SP",-22.9529,-47.3001
HGRE11,BB Antônio das Chagas,Rua Antônio das Chagas 1.657,Chácara Santo Antônio,SP,São Paulo,"4.259,00 m2","Rua Antônio das Chagas 1.657, São Paulo, SP",-23.6291,-46.7046
HGRE11,Berrini One,"Avenida Engenheiro Luís Carlos Berrini, 105",Brooklin Paulista,SP,São Paulo,"8.657,00 m2","Avenida Engenheiro Luís Carlos Berrini, 105, São Paulo, SP",-23.5985,-46.6906
HGRE11,Centro Empresarial Cidade Nova - Teleporto,"Avenida Pres. Vargas, 3.131",Cidade Nova,RJ,Rio de Janeiro,"2.300,00 m2","Avenida Pres. Vargas, 3.131, Rio de Janeiro, RJ",-22.9099,-43.2045
HGRE11,Centro Empresarial de São Paulo,"Avenida Maria Coelho Aguiar, 215",Santo Amaro,SP,São Paulo,"2.844,00 m2","Avenida Maria Coelho Aguiar, 215, São Paulo, SP",-23.6484,-46.7316
HGRE11,Centro Empresarial Dom Pedro,"Rodovia D. Pedro I, Km 69",,SP,Atibaia,"19.558,00 m2","Rodovia D. Pedro I, Km 69, Atibaia, SP",-23.0774,-46.6374
HGRE11,Centro Empresarial Guaíba,"Avenida Dolores Alcaraz Caldas, 90",,RS,Porto Alegre,"10.660,00 m2","Avenida Dolores Alcaraz Caldas, 90, Porto Alegre, RS",-30.0459,-51.2303
HGRE11,Centro Empresarial Mario Garnero,"Avenida Brigadeiro Faria Lima, 1.485",Faria Lima,SP,São Paulo,"5.116,00 m2","Avenida Brigadeiro Faria Lima, 1.485, São Paulo, SP",-23.5704,-46.6908
HGRE11,Contax Alegria,"Rua Alegria, 96",Brás,SP,São Paulo,"19.050,00 m2","Rua Alegria, 96, São Paulo, SP",-23.5501,-46.6166
HGRE11,Ed. Brasilinterpart,"Avenida das Nações Unidas, 11.633",Berrini,SP,São Paulo,"890,00 m2","Avenida das Nações Unidas, 11.633, São Paulo, SP",-23.6021,-46.6951
HGRE11,Ed. Delta Plaza,"Rua Cincinato Braga, 340",Paulista,SP,São Paulo,"3.856,00 m2","Rua Cincinato Braga, 340, São Paulo, SP",-23.568,-46.6463
HGRE11,Ed. Faria Lima,"Avenida Brigadeiro Faria Lima, 1.355",Faria Lima,SP,São Paulo,"4.440,00 m2","Avenida Brigadeiro Faria Lima, 1.355, São Paulo, SP",-23.5695,-46.6913
HGRE11,Ed. Jatobá CBOP,"Avenida Marcos Penteado Ulhôa Rodrigues, 940",,SP,Barueri,"18.289,00 m2","Avenida Marcos Penteado Ulhôa Rodrigues, 940, Barueri, SP",-23.5065,-46.8357
HGRE11,Ed. Park Tower - Torre II,Avenida Magalhães de Castro 4.800,Morumbi,SP,São Paulo,"1.464,00 m2","Avenida Magalhães de Castro 4.800, São Paulo, SP",-23.6014,-46.6978
HGRE11,Ed. Paulista Star,"Alameda Campinas, 1.070",Paulista,SP,São Paulo,"10.593,00 m2","Alameda Campinas, 1.070, São Paulo, SP",-23.5697,-46.6571
HGRE11,Ed. Roberto Sampaio Ferreira,"Rua Flórida, 1.595",Berrini,SP,São Paulo,"3.520,00 m2","Rua Flórida, 1.595, São Paulo, SP",-23.6077,-46.6934
HGRE11,Ed. Verbo Divino,"Rua Verbo Divino, 1.661",Chácara Santo Antônio,SP,São Paulo,"13.980,00 m2","Rua Verbo Divino, 1.661, São Paulo, SP",-23.6312,-46.7113
HGRE11,Empresarial Transatlântico,"Rua Verbo Divino, 1.488",Chácara Santo Antônio,SP,São Paulo,"1.580,00 m2","Rua Verbo Divino, 1.488, São Paulo, SP",-23.631,-46.7093
HGRE11,GVT Curitiba,"Rua Francisco Nunes, 1.395",,PR,Curitiba,"7.700,00 m2","Rua Francisco Nunes, 1.395, Curitiba, PR",-25.4536,-49.2549
HGRE11,Sercom Taboão,"Rua José Mari, 80",,SP,Taboão da Serra,"16.488,00 m2","Rua José Mari, 80, Taboão da Serra, SP",-23.6064,-46.7634
HGRE11,Torre Rio Sul,"Rua Lauro Muller, 116",Botafogo,RJ,Rio de Janeiro,"1.677,00 m2","Rua Lauro Muller, 116, Rio de Janeiro, RJ",-22.9568,-43.1764
HGRU11,IBMEC BARRA,"Avenida Armando Lombardi, 940",Barra da Tijuca,RJ,Rio de Janeiro,"8.040,00 m2","Avenida Armando Lombardi, 940, Rio de Janeiro, RJ",-23.0062,-43.3136
HMOC11,Condomínio do Shopping Praça da Moça,"Rua Manoel da Nobrega, 712",Centro,SP,Diadema,"29.784,27 m2","Rua Manoel da Nobrega, 712, Diadema, SP",-23.6913,-46.623
JSRE11,Ed. Praia de Botafogo,"Praia de Botafogo, 440",Botafogo,RJ,Rio de Janeiro,"717,00 m2","Praia de Botafogo, 440, Rio de Janeiro, RJ",-22.9486,-43.1828
JSRE11,WTNU III,"Rua Eugênio de Medeiros , 303",Pinheiros,SP,São Paulo,"15.867,00 m2","Rua Eugênio de Medeiros , 303, São Paulo, SP",-23.5688,-46.7005
KNRI11,Athenas,"Rua Doutor Fernandes Coelho, 64",Pinheiros,SP,São Paulo,"6.230,00 m2","Rua Doutor Fernandes Coelho, 64, São Paulo, SP",-23.5687,-46.69
KNRI11,Bela Paulista,"Avenida Paulista, 2.421",Consolação,SP,São Paulo,"6.521,00 m2","Avenida Paulista, 2.421, São Paulo, SP",-23.5566,-46.6622
KNRI11,Botafogo Trade Center,"Avenida Prof. Álvaro Rodrigues, 352",Botafogo,RJ,Rio de Janeiro,"8.083,00 m2","Avenida Prof. Álvaro Rodrigues, 352, Rio de Janeiro, RJ",-22.9524,-43.1846
KNRI11,Buenos Aires Corporate,"Rua Buenos Aires, 15",Centro,RJ,Rio de Janeiro,"6.855,00 m2","Rua Buenos Aires, 15, Rio de Janeiro, RJ",-22.9019,-43.1766
KNRI11,Centro de Distribuição Bandeirantes ,"Rodovia dos Bandeirantes, Km 68",Poste,SP,Louveira,"99.279,00 m2","Rodovia dos Bandeirantes, Km 68, Louveira, SP",-23.1164,-46.995
KNRI11,Centro de Distribuição Itaqua,"Rua do Níquel, 205",,SP,Itaquaquecetuba,"30.698,00 m2","Rua do Níquel, 205, Itaquaquecetuba, SP",-23.4402,-46.3336
KNRI11,Centro de Distribuição Mogi das Cruzes,"Rodovia Pedro Eroles, Km 41,5",Taboão,SP,Mogi das Cruzes,"69.113,25 m2","Rodovia Pedro Eroles, Km 41,5, Mogi das Cruzes, SP",-23.4453,-46.2501
KNRI11,Centro de Distribuição Pouso Alegre,"Rodovia Fernão Dias, Km 863",Algodão,MG,Pouso Alegre,"87.750,00 m2","Rodovia Fernão Dias, Km 863, Pouso Alegre, MG",-22.3163,-45.9049
KNRI11,Centro de Distribuição Santa Cruz ,"Estrada da Lama Preta, s/n",Santa Cruz,RJ,Rio de Janeiro,"49.306,00 m2","Estrada da Lama Preta, s/n, Rio de Janeiro, RJ",-22.8696,-43.6462
KNRI11,Ed. Boulevard Corporate Tower,Avenida dos Andradas 3000,Santa Efigênia,MG,Belo Horizonte,"20.461,00 m2","Avenida dos Andradas 3000, Belo Horizonte, MG",-19.9201,-43.9204
KNRI11,Edifício Lagoa Corporate,"Rua Humaitá, 275",Humaitá,RJ,Rio de Janeiro,"11.687,00 m2","Rua Humaitá, 275, Rio de Janeiro, RJ",-22.7739,-43.354
KNRI11,Edifício Madison,"Rua Gomes de Carvalho, 1.195",Vila Olímpia,SP,São Paulo,"8.432,00 m2","Rua Gomes de Carvalho, 1.195, São Paulo, SP",-23.5975,-46.6846
KNRI11,Global Jundiaí,"Avenida Caminho de Goias, 100",Jardim São Bento,SP,Jundiaí,"41.468,00 m2","Avenida Caminho de Goias, 100, Jundiaí, SP",-23.131,-46.9468
KNRI11,Joaquim Floriano,"Rua Joaquim Floriano, 913",Itaim,SP,São Paulo,"3.197,00 m2","Rua Joaquim Floriano, 913, São Paulo, SP",-23.5858,-46.6789
KNRI11,Jundiaí Industrial Park,"Rodovia Hermenegildo Tonolli, km 02",Fazenda Grande,SP,Jundiaí,"75.975,60 m2","Rodovia Hermenegildo Tonolli, km 02, Jundiaí, SP",-23.1763,-46.9824
KNRI11,PIB Sumaré,"Rua Floravante Mancino, 1560",Chácara Monte Alegre,SP,Sumaré,"13.600,00 m2","Rua Floravante Mancino, 1560, Sumaré, SP",-22.8056,-47.2457
LVBI11,Galpão - Extrema,"Rodovia Fernão Dias, KM 947,5",,MG,Extrema,"97.822,22 m2","Rodovia Fernão Dias, KM 947,5, Extrema, MG",-22.8354,-46.3198
LVBI11,Galpão - Guarulhos,Rua Manoel Borba Gato 100,Vila Saiago,SP,Guarulhos,"24.415,99 m2","Rua Manoel Borba Gato 100, Guarulhos, SP",-23.4014,-46.3972
MALL11,Maceio Shopping,"Avenida Gustavo Paiva, 2990",Mangabeiras,AL,Maceió,"76.310,81 m2","Avenida Gustavo Paiva, 2990, Maceió, AL",-9.6471,-35.7151
MBRF11,Agência Rio Branco,Avenida Rio Branco,Centro,RJ,Rio de Janeiro,"748,00 m2","Avenida Rio Branco, Rio de Janeiro, RJ",-22.9108,-43.1755
MBRF11,Edifício Sede,"Rua Rio de Janeiro, 654",Centro,MG,Belo Horizonte,"16.468,00 m2","Rua Rio de Janeiro, 654, Belo Horizonte, MG",-19.92,-43.9391
MFII11,Dahma Fit,Fazenda Capão Alto,,MG,Uberaba,m2,"Fazenda Capão Alto, Uberaba, MG",-19.7226,-47.916
MFII11,Dona Amélia,Gleba 47 Qt 30.027,,SP,Campinas,m2,"Gleba 47 Qt 30.027, Campinas, SP",-22.9425,-47.0828
MFII11,Golden Boituva,Estrada Municipal BTV 250,,SP,Boituva,m2,"Estrada Municipal BTV 250, Boituva, SP",-23.2502,-47.6915
MFII11,Jardins da Serra,"Avenida Padre José de Holanda do Vale, 600",Luzardo Viana,CE,Maracanaú,m2,"Avenida Padre José de Holanda do Vale, 600, Maracanaú, CE",-3.8637,-38.6335
MFII11,MaxHaus,Rua Castro Alves 83,Embaré,SP,Santos,m2,"Rua Castro Alves 83, Santos, SP",-23.9692,-46.3176
MFII11,Residencial Campo Verde,Bairro da Geada,,SP,Iracemópolis,m2,"Bairro da Geada, Iracemópolis, SP",-22.5679,-47.4408
MFII11,Terras da Estância,Avenida Luiz Greco 500,Vila Monte Alegre IV,SP,Paulínia,m2,"Avenida Luiz Greco 500, Paulínia, SP",-22.7751,-47.1722
MFII11,Villa Bazzano,Rua João Ramalho 40,Barra da Lagoa,SP,Ubatuba,m2,"Rua João Ramalho 40, Ubatuba, SP",-23.4736,-45.0701
MFII11,Way Parque das Nações,Avenida Estados unidos 92,Parque das Nações,SP,Santo André,m2,"Avenida Estados unidos 92, Santo André, SP",-23.6382,-46.5276
NVHO11,Hospital São Luiz,"Rua Doutor Alceu de Campos Rodrigues, 95",Itaim Bibi,SP,São Paulo,"30.359,18 m2","Rua Doutor Alceu de Campos Rodrigues, 95, São Paulo, SP",-23.5904,-46.6735
ONEF11,The One,"Rua Ministro Jesuíno Cardoso, 454",Itaim Bibi,SP,São Paulo,"6.015,00 m2","Rua Ministro Jesuíno Cardoso, 454, São Paulo, SP",-23.5926,-46.682
PABY11,Condomínio Villaggio Panamby,"Rua Itapaiúna, 1800",Vila Andrade,SP,São Paulo,m2,"Rua Itapaiúna, 1800, São Paulo, SP",-23.6372,-46.7272
PQDP11,Shopping Parque D. Pedro,"Avenida Guilherme Campos, nº 500",Santa Genebra,SP,Campinas,"127.000,00 m2","Avenida Guilherme Campos, nº 500, Campinas, SP",-22.8459,-47.0615
PRSV11,Edifício Torre Boa Vista,"Avenida Presidente Vargas, nº 850",Centro,RJ,Rio de Janeiro,"10.922,00 m2","Avenida Presidente Vargas, nº 850, Rio de Janeiro, RJ",-22.9025,-43.1839
PRSV11,Edifício Torre Vargas,"Avenida Presidente Vargas, nº 914",Centro,RJ,Rio de Janeiro,"6.435,00 m2","Avenida Presidente Vargas, nº 914, Rio de Janeiro, RJ",-22.9028,-43.1848
RBBV11,Fazenda Boa Vista,"Rodovia Presidente Castelo Branco, Km 102,5, s/n",Indaiatuba,SP,Porto Feliz,m2,"Rodovia Presidente Castelo Branco, Km 102,5, s/n, Porto Feliz, SP",-23.3359,-47.5464
RBGS11,Parque Shopping Sulacap,"Avenida Marechal Fontenele, 3545",Jardim Sulacap,RJ,Rio de Janeiro,"28.755,71 m2","Avenida Marechal Fontenele, 3545, Rio de Janeiro, RJ",-22.8851,-43.4031
RBRD11,Ambev,"Rodovia 497, Km 2 , Anel Viário Ayrton Senna, S/n",Luizote de Freitas,MG,Uberlândia,m2,"Rodovia 497, Km 2 , Anel Viário Ayrton Senna, S/n, Uberlândia, MG",-18.9694,-48.3692
RBRD11,Ampla,"Rua DRua Nilo Peçanha, 546",Centro,RJ,São Gonçalo,m2,"Rua DRua Nilo Peçanha, 546, São Gonçalo, RJ",-22.8192,-43.0334
RBRD11,Leader,"Rua do Catete, 194E / 196",Glória,RJ,Rio de Janeiro,m2,"Rua do Catete, 194E / 196, Rio de Janeiro, RJ",-22.9274,-43.1769
RBRD11,Leader,"Rua João Pessoa, 86",Cidade Alta,RN,Natal,m2,"Rua João Pessoa, 86, Natal, RN",-5.7864,-35.2077
RDES11,Ed. EmpRua Center I,"Rua Padre Carapuceiro, 733",,PE,Recife,"4.248,00 m2","Rua Padre Carapuceiro, 733, Recife, PE",-8.117,-34.9023
RDES11,Ed. EmpRua Center II,"Rua Antonio Lumack de Monte, 96",,PE,Recife,"4.035,00 m2","Rua Antonio Lumack de Monte, 96, Recife, PE",-8.1178,-34.9026
RDES11,Ed. Suarez Trade,"Avenida Tancredo Neves, 450",,BA,Salvador,"4.620,00 m2","Avenida Tancredo Neves, 450, Salvador, BA",-12.9787,-38.4619
RDES11,Ed. Tenente Negrão,"Rua Tenente Negrão, 166",,SP,São Paulo,"4.052,00 m2","Rua Tenente Negrão, 166, São Paulo, SP",-23.5852,-46.6723
RNGO11,Edifício Demini,"Alameda Rio Negro, 585",Alphaville,SP,Barueri,"16.008,00 m2","Alameda Rio Negro, 585, Barueri, SP",-23.4995,-46.8485
RNGO11,Edifício Padauiri,"Alameda Rio Negro, 585",Alphaville,SP,Barueri,"15.964,00 m2","Alameda Rio Negro, 585, Barueri, SP",-23.4995,-46.8485
RNGO11,Lojas,"Alameda Rio Negro, 585",Alphaville,SP,Barueri,"1.719,00 m2","Alameda Rio Negro, 585, Barueri, SP",-23.4995,-46.8485
SAAG11,Avenida Paulista,"Avenida Paulista , nº 436",Bela Vista,SP,São Paulo,"2.857,24 m2","Avenida Paulista , nº 436, São Paulo, SP",-23.5684,-46.6478
SAAG11,Barão de Jundiaí,"Rua Barão de Jundiaí , nº 884",Centro,SP,Jundiaí,"6.438,52 m2","Rua Barão de Jundiaí , nº 884, Jundiaí, SP",-23.187,-46.8845
SAAG11,Belo Horizonte I,"Avenida . João Pinheiro , nº 500",Centro,MG,Belo Horizonte,"4.192,00 m2","Avenida . João Pinheiro , nº 500, Belo Horizonte, MG",-19.9295,-43.9376
SAAG11,Belo Horizonte II,"Praça Tiradentes , nº 85",Centro,MG,Belo Horizonte,"2.156,00 m2","Praça Tiradentes , nº 85, Belo Horizonte, MG",-19.9296,-43.9317
SAAG11,Berrini,"Avenida . Eng . Luiz Carlos Berrini , nº 1307",Brooklin Paulista,SP,São Paulo,"1.873,73 m2","Avenida . Eng . Luiz Carlos Berrini , nº 1307, São Paulo, SP",-23.6083,-46.6938
SAAG11,Candelária,"Rua Buenos Aires , nº 48/48 - A",Centro,RJ,Rio de Janeiro,"1.040,00 m2","Rua Buenos Aires , nº 48/48 - A, Rio de Janeiro, RJ",-22.9022,-43.178
SAAG11,Cons . Rodrigues Alves,"Rua Cons . Rodrigues Alves , nº 53",Vila Mariana,SP,São Paulo,"1.093,00 m2","Rua Cons . Rodrigues Alves , nº 53, São Paulo, SP",-23.7445,-46.6624
SAAG11,Duque de Caxias,"Rua Duque de Caxias , nº 200",Campo Eliseos,SP,São Paulo,"2.107,31 m2","Rua Duque de Caxias , nº 200, São Paulo, SP",-23.6679,-46.4492
SAAG11,Floriano Peixoto,"Rua Floriano Peixoto , nº 915",Centro,CE,Fortaleza,"2.220,00 m2","Rua Floriano Peixoto , nº 915, Fortaleza, CE",-3.7306,-38.5281
SAAG11,Juiz de Fora,"Avenida Barão do Rio Branco , nº 2.519",Centro,MG,Juiz de Fora,"2.918,00 m2","Avenida Barão do Rio Branco , nº 2.519, Juiz de Fora, MG",-21.7639,-43.3488
SAAG11,Liberdade,"Avenida da Liberdade , nº 151",São Paulo/SP,SP,São Paulo,"5.001,70 m2","Avenida da Liberdade , nº 151, São Paulo, SP",-23.5543,-46.6352
SAAG11,Marechal Deodoro,"Rua Marechal Deodoro , nº 460",Centro,SP,São Bernando do Campo,"1.615,46 m2","Rua Marechal Deodoro , nº 460, São Bernando do Campo, SP",-23.7021,-46.5522
SAAG11,Monções,"Avenida Santo Amaro , nº 3.330",Brooklin Paulista,SP,São Paulo,"882,00 m2","Avenida Santo Amaro , nº 3.330, São Paulo, SP",-23.6133,-46.6785
SAAG11,Monsenhor Celso,"Rua Monsenhor Celso , nº 154",Centro,PR,Paraná,"2.182,85 m2","Rua Monsenhor Celso , nº 154, Paraná, PR",-25.4315,-49.2705
SAAG11,Nova Paulista,"Avenida . Paulista , nº 726",Bela Vista,SP,São Paulo,"693,32 m2","Avenida . Paulista , nº 726, São Paulo, SP",-23.5668,-46.6498
SAAG11,Olivetti - Paulista,"Avenida Paulista , nº 447",Paraíso,SP,São Paulo,"1.010,00 m2","Avenida Paulista , nº 447, São Paulo, SP",-23.5688,-46.648
